PP_ID,books,language_books,movies,language_movies,Sorting_completed_YN,Sorting_house,Sorting_house_wish,age,country,language,occupation,gender,Bravery,Hardwork,Intelligence,Ambition,Daring,Dedication,Knowledge,Cunning,Extraverted,Agreeable,Clever,Manipulative,IPIP_01,IPIP_02,IPIP_03,IPIP_04,IPIP_05,IPIP_06,IPIP_07,IPIP_08,IPIP_09,IPIP_10,IPIP_11,IPIP_12,IPIP_13,IPIP_14,IPIP_15,IPIP_16,IPIP_17,IPIP_18,IPIP_19,IPIP_20,IPIP_21,IPIP_22,IPIP_23,IPIP_24,IPIP_25,IPIP_26,IPIP_27,IPIP_28,IPIP_29,IPIP_30,IPIP_31,IPIP_32,IPIP_33,IPIP_34,IPIP_35,IPIP_36,IPIP_37,IPIP_38,IPIP_39,IPIP_40,IPIP_41,IPIP_42,IPIP_43,IPIP_44,IPIP_45,IPIP_46,IPIP_47,IPIP_48,IPIP_49,IPIP_50,SD_M1,SD_M2,SD_M3,SD_M4,SD_M5,SD_M6,SD_M7,SD_M8,SD_M9,SD_N1,SD_N2,SD_N3,SD_N4,SD_N5,SD_N6,SD_N7,SD_N8,SD_N9,SD_P1,SD_P2,SD_P3,SD_P4,SD_P5,SD_P6,SD_P7,SD_P8,SD_P9,PVQ_01,PVQ_02,PVQ_03,PVQ_04,PVQ_05,PVQ_06,PVQ_07,PVQ_08,PVQ_09,PVQ_10,PVQ_11,PVQ_12,PVQ_13,PVQ_14,PVQ_15,PVQ_16,PVQ_17,PVQ_18,PVQ_19,PVQ_20,PVQ_21,PVQ_22,PVQ_23,PVQ_24,PVQ_25,PVQ_26,PVQ_27,PVQ_28,PVQ_29,PVQ_30,PVQ_31,PVQ_32,PVQ_33,PVQ_34,PVQ_35,PVQ_36,PVQ_37,PVQ_38,PVQ_39,PVQ_40,PVQ_41,PVQ_42,PVQ_43,PVQ_44,PVQ_45,PVQ_46,PVQ_47,PVQ_48,PVQ_49,PVQ_50,PVQ_51,PVQ_52,PVQ_53,PVQ_54,PVQ_55,PVQ_56,PVQ_57
643,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Croatian,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Ravenclaw,Hufflepuff,22,Croatia,Croatian,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Slytherin,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,very inaccurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,very inaccurate,moderately accurate,moderately accurate,moderately inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,3,2,1,2,1,1,5,2,2,1,5,1,3,2,4,1,3,2,1,5,1,1,1,1,5,1,2,5,6,4,6,5,3,5,3,4,2,6,3,6,5,5,5,4,4,6,3,2,4,6,4,6,6,6,1,2,4,5,4,5,5,5,3,6,6,5,5,3,5,2,3,3,3,6,5,5,5,5,5,6,4,6,5,6
644,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Dutch,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Hufflepuff,Hufflepuff,24,The Netherlands,Dutch,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Gryffindor,Gryffindor,Ravenclaw,Slytherin,Ravenclaw,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,moderately accurate,very accurate,very inaccurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,2,2,1,3,2,4,2,4,3,4,2,2,2,2,4,1,5,3,1,3,2,1,4,3,5,1,1,5,4,5,6,4,3,4,4,2,3,5,2,4,6,2,6,4,2,5,2,2,3,6,2,5,4,6,3,1,5,3,2,2,6,3,6,4,5,5,2,2,2,4,1,4,3,5,5,2,3,3,6,2,5,5,5,5
645,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Finnish,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,"Hufflepuff,Ravenclaw",Hufflepuff,22,Finland,Finnish,Employed,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Ravenclaw,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Gryffindor,Ravenclaw,Slytherin,very inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,moderately accurate,very accurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately accurate,very inaccurate,very accurate,very accurate,neither accurate nor inaccurate,moderately accurate,very accurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,very inaccurate,very accurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately inaccurate,very inaccurate,very accurate,very accurate,moderately inaccurate,moderately accurate,very accurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,very inaccurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,very accurate,very inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,4,3,4,5,4,4,5,3,4,1,5,1,1,3,4,1,5,2,3,3,2,1,4,3,2,1,4,4,4,3,2,3,4,2,3,2,2,3,5,3,4,3,3,2,1,2,5,3,2,5,1,2,4,3,2,4,4,2,2,1,4,3,2,6,2,4,1,4,2,2,2,3,3,2,2,4,4,2,6,4,3,2,6,4
646,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Danish: and English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Gryffindor,Gryffindor,22,Denmark,Danish,Unemployed,Male,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Hufflepuff,Slytherin,Ravenclaw,Gryffindor,Ravenclaw,Hufflepuff,Ravenclaw,Slytherin,neither accurate nor inaccurate,very accurate,moderately accurate,moderately inaccurate,very accurate,moderately accurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,neither accurate nor inaccurate,very accurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,very inaccurate,moderately inaccurate,moderately accurate,moderately accurate,very accurate,moderately inaccurate,very inaccurate,moderately inaccurate,moderately inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,very accurate,moderately accurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,3,2,4,5,2,1,5,4,5,3,1,3,4,5,2,1,4,4,3,3,1,1,2,3,5,4,4,5,6,6,5,6,2,4,5,3,2,6,2,5,6,3,6,4,5,6,4,0,2,5,3,6,6,5,5,2,5,4,6,4,5,4,6,5,4,5,6,4,5,5,6,5,6,4,5,3,6,3,5,4,3,6,5,6
647,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",First in Dutch: then in English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,"Gryffindor,Ravenclaw",Ravenclaw,23,Netherlands,Dutch,Employed,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,moderately accurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,moderately accurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,very accurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,2,1,3,2,1,1,4,3,4,2,4,2,1,3,4,2,2,4,1,4,1,1,3,1,5,2,1,4,6,5,4,4,5,2,5,5,6,6,4,5,5,4,6,6,2,5,4,3,3,5,5,5,6,5,2,1,5,4,6,2,5,2,5,6,5,6,3,1,4,5,5,5,3,5,6,5,4,3,6,4,3,4,6,5
648,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",German,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",German,Yes,Hufflepuff,Hufflepuff,26,Germany,German,Employed,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Slytherin,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,very inaccurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,very accurate,very accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,very accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,very inaccurate,moderately accurate,moderately inaccurate,very inaccurate,very accurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,3,2,1,1,1,2,4,2,5,1,3,2,1,1,4,1,5,3,2,5,2,1,1,2,2,1,1,3,4,5,6,4,3,3,4,3,5,6,2,4,5,3,5,5,3,6,3,3,5,6,4,6,3,6,4,1,4,4,4,2,4,3,5,5,5,4,2,1,2,4,3,4,3,5,4,6,4,6,6,6,4,5,6,5
649,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Slytherin,Slytherin,25,Pakistan,Urdu,Unemployed,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,neither accurate nor inaccurate,moderately accurate,moderately accurate,very accurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,moderately accurate,very accurate,neither accurate nor inaccurate,very accurate,very inaccurate,moderately inaccurate,very inaccurate,moderately inaccurate,very inaccurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,very inaccurate,very accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,very accurate,moderately accurate,very inaccurate,very inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,5,2,4,4,5,5,4,4,4,5,2,3,1,3,5,2,5,5,4,5,4,4,5,4,5,1,2,6,6,6,3,5,3,2,3,2,6,6,6,6,4,5,6,5,1,2,5,3,1,6,2,6,6,5,1,3,5,5,6,5,5,6,6,6,4,5,1,4,5,5,1,4,6,6,4,2,5,3,6,6,3,5,6,5
650,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",german,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",german,Yes,Ravenclaw,Ravenclaw,20,Germany,german,Employed,Female,Gryffindor,Ravenclaw,Ravenclaw,Ravenclaw,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Slytherin,Hufflepuff,Ravenclaw,Slytherin,very inaccurate,neither accurate nor inaccurate,moderately accurate,very inaccurate,very accurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,very accurate,moderately accurate,moderately accurate,very inaccurate,moderately accurate,moderately accurate,very accurate,moderately inaccurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very accurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,very inaccurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,very accurate,moderately inaccurate,very accurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,very accurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,very inaccurate,moderately accurate,4,1,2,3,4,4,4,1,1,2,2,5,1,3,4,3,3,1,2,1,1,2,4,3,5,3,2,5,6,6,5,4,2,3,2,3,5,6,2,4,4,2,5,4,1,4,2,3,3,5,4,5,4,6,5,4,5,4,5,2,5,3,6,4,2,5,2,3,4,6,1,3,5,5,4,5,4,4,3,2,2,6,5,5
651,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Ravenclaw,Ravenclaw,26,South Africa,English,Employed,Female,Gryffindor,Hufflepuff,Ravenclaw,Ravenclaw,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,very accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,moderately accurate,very accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,very inaccurate,very inaccurate,moderately inaccurate,very inaccurate,very accurate,very accurate,very inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,very inaccurate,very inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,very accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,very accurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,very accurate,moderately accurate,very accurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,4,1,2,2,4,4,5,2,4,4,1,2,2,3,1,4,2,2,3,2,3,2,3,2,5,1,2,3,5,6,4,4,5,6,5,5,4,6,3,6,4,2,5,5,1,5,2,3,2,5,5,6,6,5,6,4,4,1,5,1,5,5,6,5,6,5,3,3,6,6,4,4,5,6,3,4,6,4,4,4,3,6,6,4
652,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Ravenclaw,Ravenclaw,13,Philippines,English,Pupil,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Slytherin,Hufflepuff,Ravenclaw,Gryffindor,moderately inaccurate,very inaccurate,moderately accurate,very accurate,very accurate,neither accurate nor inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,very inaccurate,moderately accurate,very accurate,very accurate,very accurate,very accurate,neither accurate nor inaccurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,very accurate,moderately inaccurate,very accurate,very accurate,very accurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,very accurate,very accurate,very accurate,very accurate,neither accurate nor inaccurate,very accurate,very accurate,moderately inaccurate,very accurate,neither accurate nor inaccurate,very accurate,very accurate,very accurate,very accurate,very accurate,very accurate,very accurate,5,4,5,4,2,5,4,3,3,4,5,3,3,5,5,5,5,2,1,5,1,1,3,2,5,1,1,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,3,3,6,4,6,6,6,6,6,6,2,6,6,6,6,6,6,6,5,6,5,6,6,6,6,5,6,4,6,6,4,6,6,6,6,6,6,6,6
653,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Slytherin,Slytherin,33,United states,English,Stay at home m,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Hufflepuff,Slytherin,very inaccurate,very inaccurate,moderately accurate,very accurate,moderately accurate,neither accurate nor inaccurate,very accurate,moderately accurate,moderately inaccurate,very inaccurate,moderately inaccurate,very inaccurate,very accurate,very accurate,moderately accurate,very accurate,very accurate,moderately accurate,very inaccurate,moderately inaccurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,moderately inaccurate,very inaccurate,very inaccurate,moderately accurate,very accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately inaccurate,very accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,5,4,3,2,4,5,5,4,4,2,2,2,1,3,4,2,5,4,4,2,4,3,1,2,5,4,2,4,6,3,6,4,5,3,2,6,3,6,5,5,3,4,6,6,4,5,6,5,3,6,5,6,6,5,5,5,3,3,5,4,3,5,6,4,5,6,4,4,5,5,4,4,5,5,5,6,6,4,5,3,3,5,6,4
654,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Gryffindor,Ravenclaw,19,India,English: Hindi,Student,Male,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Gryffindor,Ravenclaw,Slytherin,Slytherin,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,moderately inaccurate,moderately accurate,very accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,very accurate,very accurate,very accurate,very accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,very accurate,very accurate,moderately accurate,very accurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,very accurate,very accurate,very accurate,very accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,4,1,2,4,5,3,5,2,1,3,3,2,2,4,4,4,5,5,4,5,4,3,4,3,5,3,4,6,3,5,5,4,4,3,3,6,6,6,4,4,5,4,5,4,4,5,5,0,5,6,6,6,6,6,5,5,6,5,3,2,4,3,6,6,6,6,2,4,3,6,4,5,4,6,6,6,4,6,6,5,6,5,6,4
655,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Gryffindor,Gryffindor,32,USA,Spanish,Stay at home m,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Gryffindor,Ravenclaw,Slytherin,Hufflepuff,Hufflepuff,Ravenclaw,Slytherin,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,5,4,3,3,4,4,4,4,4,3,4,4,3,3,4,3,3,4,3,3,3,4,4,4,3,1,3,5,6,5,4,5,4,3,5,5,5,6,4,5,5,3,5,5,4,5,4,4,3,5,4,6,5,5,4,3,4,3,4,5,4,4,5,5,5,5,4,3,3,4,4,5,5,4,4,5,5,3,5,4,4,5,4,4
